Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness
06222.jpg,20.43,36.14,42.29,31.33,25.57,17.29
06223.jpg,66.29,66,66.57,66.86,58.86,65
06224.jpg,75.29,65.86,67.57,65.86,68.71,70.86
06225.jpg,78.38,76.71,76.88,77.88,75.38,78.88
06226.jpg,29.63,61.75,63.63,58.75,44.25,27.88
06227.jpg,29.14,42.83,51.57,46.57,30.86,22.71
06228.jpg,33.78,51.67,53.56,47.56,29.88,25.33
06229.jpg,67.56,65.22,68.56,68.63,63.67,68.89
06230.jpg,69.25,68.25,72.63,66.63,65.5,71.5
06231.jpg,70.8,65.6,67.2,63.8,64,72.8
06232.jpg,55.33,50,44.33,58.67,74,72.33
06233.jpg,73,68.33,59.33,65,74,72.33
06234.jpg,49.67,68.33,56.67,65,28.33,29.67
06235.jpg,37,58.33,49.33,58.67,28.33,25.67
06236.jpg,78.33,75.67,75,80,74,81
06237.jpg,62.33,56,46.67,58.67,74,70.33
06238.jpg,44,66,62.67,69.67,63.33,43.67
06239.jpg,42,69.33,51.33,70.67,55.33,39.33
06240.jpg,57.33,66,51.33,70.67,57,65
06241.jpg,36.67,48,44,61.33,23.67,42.33
06242.jpg,49.67,64,70,72.33,37.33,67
06243.jpg,79,67.67,72.33,72.33,77.67,75.67
06244.jpg,47.33,63.33,67,68.33,60,40.33
06245.jpg,46.67,44,53.67,52.33,55,40.33
06246.jpg,55,46.67,50,58.67,44.67,57.67
06247.jpg,59.67,70.33,65.33,72,48.33,34
06248.jpg,74.67,67.67,65.33,72,54,61.67
06249.jpg,39.67,64,61.33,67,49,25.33
06250.jpg,65.33,59.33,54,62.33,62.67,77
06251.jpg,71,69,67,73,66,79.67
06252.jpg,45,68.67,65,63,41.33,20
06253.jpg,70.67,55.33,62.67,61.67,62.33,60
06254.jpg,38.33,55.33,53.67,60,45.33,22.67
06255.jpg,50.33,63,57.67,54,44,20.67
06256.jpg,40,60.33,54,59,44,36
06257.jpg,32,34.67,43.67,44.67,34,20.33
06258.jpg,56.33,59.67,55.67,53.33,39.33,53.33
06259.jpg,45.33,57,62.67,61.67,41.67,37.67
06260.jpg,46.33,63.33,64.67,68,42,33
06261.jpg,55,63.33,64.67,64.67,42,59.33
06262.jpg,51.67,47.67,43.33,47,57.67,52.67
06263.jpg,22.33,7.67,23.33,12.67,14.67,8.67
06264.jpg,20.33,43.67,38,36,14.33,24
06265.jpg,60.25,64.75,53.25,56.25,56.75,54.25
06266.jpg,81.33,81,80,71.67,80,82
06267.jpg,47.67,73,80,71.67,44,26.33
06268.jpg,36,56,57.33,55.33,29.67,20
06269.jpg,69.33,67.67,70,67.67,54.33,71.33
06270.jpg,69.33,67.67,76,67.67,56,67.33
06271.jpg,39.67,61,58.67,62.67,44,27.33
06272.jpg,29.67,63.67,61.67,60,42.33,19.67
06273.jpg,43,63,66.33,69,55.67,35
06274.jpg,55.33,70.33,71,74.67,55.67,56.67
06275.jpg,33.67,61,62,59.33,31.33,28
06276.jpg,33.5,42.25,43.5,45.5,38.25,41
06277.jpg,27.67,45,49.33,60.67,33,17
06278.jpg,84,83,76.67,79,76.67,84.67
06279.jpg,61.33,60.67,69.67,64.67,69.67,84.67
06280.jpg,81,79.67,83,78.67,83.33,84.67
06281.jpg,69.67,49.67,57.33,47,80,58.67
06282.jpg,63.67,53.67,54,52.67,75.33,63.33
06283.jpg,62.75,73.75,73.5,74.5,62,42.75
06284.jpg,70,77,76.33,69.33,54,50.67
06285.jpg,65.67,68.67,61,71.67,56.67,44.67
06286.jpg,73.33,79,71.67,80.33,71.33,72.67
06287.jpg,33.33,37.67,47.33,50.33,30,30.33
06288.jpg,36.67,51,62.67,65,36.67,36.33
06289.jpg,58.67,55,67.67,66.33,61.67,69.33
06290.jpg,20.67,13.67,30,14.67,26.33,13.67
06291.jpg,32.33,45.67,39.33,45.67,24,26.67
06292.jpg,36.67,37,38.33,43,19.67,16
06293.jpg,50.33,57.67,53.67,58.33,45.33,20.33
06294.jpg,16,14.33,25.67,17,18.67,14
06295.jpg,40.67,10.33,33.33,23.67,32.33,32.67
06296.jpg,34,36.67,41.67,31,43.33,12.33
06297.jpg,48.25,62.25,62.75,56,55.5,30.5
06298.jpg,46,57.33,49.33,46.67,54.67,46.33
06299.jpg,71,78.67,69.33,71.67,61.67,58.67
06300.jpg,45.5,71.25,65,63,62.25,29
06301.jpg,82.83,76.5,82.67,83.33,74.5,78.67
06302.jpg,69.17,77.5,79.67,77.33,67.17,64.5
06303.jpg,39.17,56.83,57.67,60.83,41.17,30.83
06304.jpg,15,35.33,32.67,37.17,29.33,14
06305.jpg,82.67,78.5,70.83,83.83,75.67,81.17
06306.jpg,80.5,80,65.83,81.5,67.83,73.5
06307.jpg,67.86,48.57,56.14,65.71,65,71.14
06308.jpg,67.33,67.67,61.83,64.67,60.83,57.83
06309.jpg,66.71,63.71,62.71,66.86,58.71,57.57
06310.jpg,88,78.67,75.33,80.83,77.17,86
06311.jpg,14,32,42.83,33.17,31.67,13.33
06312.jpg,10.67,41,33.67,29.33,20.67,8.67
06313.jpg,76.5,63,75.5,65.67,74.83,77.83
06314.jpg,48.33,59,61.67,56.33,32.17,45.5
06315.jpg,55.67,62,63.67,68,36.17,45.5
06316.jpg,56.5,63.83,61.17,64.17,42.17,46.67
06317.jpg,60.33,43.67,54.83,58.67,61.17,60
06318.jpg,64.5,58,57.17,66.67,62.83,63.67
06319.jpg,15.67,24.67,23.67,29.5,8.5,11.83
06320.jpg,67.5,73,72.5,64.17,74.33,79.67
06321.jpg,53.43,58,58.57,56.86,44.86,52.14
06322.jpg,70.33,68.33,69.17,70.33,65.5,74.17
06323.jpg,65.5,68,68.67,68.33,65.33,68.33
06324.jpg,68.67,64.33,72,69.67,66.33,62.67
06325.jpg,70.14,55.86,79.14,68.29,68.14,66.71
06326.jpg,67,61.83,74.67,67,58.5,56.67
06327.jpg,58.83,52.5,66,62.17,43.17,47.5
06328.jpg,71.17,66.17,71.17,72.17,53,67
06329.jpg,30.83,56.83,55,57.17,32.5,22.17
06330.jpg,45.33,37.17,51.17,51.5,33.67,32.83
06331.jpg,15.83,44.83,40,44.67,22,11.17
06332.jpg,29.33,52.83,56.83,55.67,27.5,25.17
06333.jpg,35.43,47.43,49,45.86,30.43,36.5
06334.jpg,83.14,84.29,85.57,84.14,89.5,84
06335.jpg,16.17,51.17,50.67,54,29,12
06336.jpg,44.67,43.33,55,42.67,34.83,48.83
06337.jpg,79,72,81.5,79.5,79,79.83
06338.jpg,48.33,49.83,67.33,54.17,62.33,52.83
06339.jpg,14.83,36.5,31.67,29.17,36.17,16.17
06340.jpg,33.5,57.33,54.83,50.5,37,22.5
06341.jpg,50.86,59.43,57.71,60.86,42,41.43
06342.jpg,72.17,69.83,65.33,70.33,56.67,69
06343.jpg,17.43,54.75,32.38,37.13,21.38,15.63
06344.jpg,50.67,63.83,48.33,54,38.5,41.83
06345.jpg,42.83,66.67,53.33,57.83,32.17,38
06346.jpg,24.86,50.29,46,49,30.14,17.86
06347.jpg,31.17,37.17,36.17,36.17,38,30.83
06348.jpg,30.67,53.17,50.5,54.5,32,21.17
06349.jpg,61.67,65.67,64.5,61.33,59,57.67
06350.jpg,51,55.83,58,57.5,40.83,54.5
06351.jpg,60.67,58.83,63.5,67.17,49.83,66.17
06352.jpg,58.83,64.83,68,71.17,52.83,45.17
06353.jpg,84.14,79.14,83.86,81.67,82.67,85.29
06354.jpg,45.17,69.67,71.67,70.33,51.17,36.5
06355.jpg,57.33,70.5,65.33,70.5,39,51.67
06356.jpg,67.75,57.75,72.13,65.38,72.63,65.5
06357.jpg,74.83,69,73.33,67.83,73.17,69.33
06358.jpg,18.67,59,45.67,47.33,31.83,6.83
06359.jpg,12.67,33,21.17,25.17,18.83,15
06360.jpg,60.14,70,69.43,69.14,47.57,51.14
06361.jpg,26.5,55,46,53.83,23.5,15.5
06362.jpg,38.17,64.33,50.67,57.33,19.33,18.33
06363.jpg,37.67,57.83,46.83,50,27.17,24.5
06364.jpg,85,81,76.33,83.83,78.33,85.17
06365.jpg,68.17,74.17,80.33,73.5,74,55.5
06366.jpg,62.17,67.83,76.67,73,56.33,59.67
06367.jpg,74.67,54.33,70.67,59.67,77.33,73.67
06368.jpg,46.17,29.17,52,39.83,39.67,35.17
06369.jpg,71.33,60.33,70.17,69.17,64.17,67.17
06370.jpg,15.2,46,31.83,19.83,20.83,18.17
06371.jpg,27.7,56.1,61.8,57.7,31.9,15.4
06372.jpg,53.25,57.63,66.88,63.25,33,54.13
06373.jpg,39.13,57.13,61.63,56.38,35.13,24.63
06374.jpg,26.88,39.63,26.5,22.38,21,26.63
06375.jpg,68.13,68.63,71.88,70.25,66,66.63
06376.jpg,76.56,76.89,75.89,74.89,67.22,76.11
06377.jpg,30.88,63.25,60.13,52.63,32.38,8.38
06378.jpg,22.5,52.38,56.63,51,22.63,9.88
06379.jpg,61.88,66.25,68.13,67.25,48.63,67.5
06380.jpg,83.13,79.13,85.25,84.29,75.88,86.63
06381.jpg,64.63,53.13,61.88,56.38,63.38,70
06382.jpg,75.13,71,72.11,68.22,65.67,77.75
06383.jpg,52.89,68.67,64.56,69.78,49.44,38
06384.jpg,32.22,62.33,66.78,65.11,46.22,18.63
06385.jpg,36.75,59.75,65,63.25,43.63,23.88
06386.jpg,25.33,26,44.78,46.78,35.22,13.22
06387.jpg,73,73.89,77.33,69.33,70.88,67.11
06388.jpg,62,45.67,70.25,61.56,56,63.56
06389.jpg,61.89,44.22,60,62,63.67,62.67
06390.jpg,77.25,70.38,74.38,75.88,71.43,78
06391.jpg,82.6,80.6,82.6,78.9,73.9,80.9
06392.jpg,40.8,65.3,66.56,64.3,52.2,37.2
06393.jpg,45.78,63.22,54.78,61.22,49.22,41.78
06394.jpg,67.25,70.25,66.5,69.5,48.5,67.88
06395.jpg,78.25,64.11,73.67,67.78,73.13,73.56
06396.jpg,22.33,41,44.33,36.56,32.11,18.11
06397.jpg,20.63,46.38,52.25,41.75,28.75,11.13
06398.jpg,68.56,63.6,65.4,67.8,59.9,59.11
06399.jpg,70.88,51.63,69.88,73,59.38,70.75
06400.jpg,19.75,50.38,53.25,46.75,33.63,13.25
06401.jpg,71.44,79.25,71.67,76.11,61.78,61.67
06402.jpg,55.75,51.25,62.13,56,49.13,45.63
06403.jpg,34.38,23.88,43.22,43.67,51.11,38.11
06404.jpg,56.56,51.67,58.44,54.67,50.89,54
06405.jpg,90.38,88.75,90.63,89.38,78.13,88
06406.jpg,67.75,71.38,74.63,68.75,61.43,78.14
06407.jpg,49.38,41.88,60,56,52.86,52.5
06408.jpg,80.89,75.44,80.22,72.78,73.75,73.33
06409.jpg,22.38,68,55.88,41.25,29.13,16
06410.jpg,16.5,52.2,47.7,42,19.78,11.3
06411.jpg,85.56,79.7,83.22,80.9,74.8,86.44
06412.jpg,23.13,57.13,54.38,50.63,36,11
06413.jpg,29.38,55,58.13,55.88,39.88,21.38
06414.jpg,52.13,60.5,55.25,61.38,46.38,57.71
06415.jpg,34,58.56,62.22,64.67,31.88,19.89
06416.jpg,69.22,76.88,69.33,73.38,55.22,67
06417.jpg,37.38,63.13,65.38,62.25,34.75,21
06418.jpg,69.44,64.8,70.78,68.3,51,72.44
06419.jpg,27.63,33.75,51.63,47.38,32.88,14
06420.jpg,47.38,47.38,46.13,45.25,41.25,52.5
06421.jpg,65.33,58.89,64.78,63,63.11,77.88
06422.jpg,57.75,64.22,73,63.22,56.56,63.33
06423.jpg,58.89,55.56,63.67,66.56,58.38,60.33
06424.jpg,40.25,67.25,65.38,63.13,47.13,28.38
06425.jpg,28,55.89,54.11,51.44,34.56,17.56
06426.jpg,59.89,57.33,57.11,63.44,68.67,68
06427.jpg,21.5,49.25,38.75,21.5,34.13,9.63
06428.jpg,60,65.44,59.44,58.89,60.22,53
06429.jpg,23.38,25,44.63,34.5,39.75,16.88
06430.jpg,54.75,65,69.14,65.5,51,56.13
06431.jpg,71.63,73.63,75.13,64.5,65.25,75.63
06432.jpg,45.11,63,56.44,49.33,44.11,40.89
06433.jpg,53.13,62,61.63,61.5,45.63,51
06434.jpg,44.8,56.7,58.9,58.3,44,34.7
06435.jpg,25.88,56.88,54,50.5,33.38,17.88
06436.jpg,58.75,67.75,70.25,69.63,53.5,57.5
06437.jpg,24.43,33.5,47.63,42.63,24.25,30.5
06438.jpg,32.25,44.38,48.38,46.13,34.63,14.86
06439.jpg,50.5,62,59.63,54.75,49.13,49.38
06440.jpg,46.22,53.11,63.89,53.78,36.44,28.78
06441.jpg,26.38,62.25,52.13,41.75,46.5,19
06442.jpg,60.71,66.29,57.14,57,52.43,55.14
06443.jpg,39.5,62.63,59.88,54.13,59.5,30.38
06444.jpg,62.5,62.88,66.29,69.29,61.63,67.43
06445.jpg,32.14,22.29,34.43,38.57,55.43,39.57
06446.jpg,65,67.25,62.63,65.13,56.88,64.25
06447.jpg,74.71,77.71,74.29,72.57,69.86,74.71
06448.jpg,33.14,35.86,43,38.29,50.43,28.86
06449.jpg,61.63,64.5,61.88,61.13,44.86,58.5
06450.jpg,13,46.67,32.44,34.56,29.78,11.63
06451.jpg,93.33,88.71,89.43,89,88.86,92.5
06452.jpg,12.13,35.75,22.25,19.38,29.38,15.63
06453.jpg,35.86,64.14,57,49,30.86,19.33
06454.jpg,32.57,57.38,64.29,52.5,51,19.63
06455.jpg,55.75,61.38,63.13,59.38,46.13,52.25
06456.jpg,55.14,60.43,60.71,66,60.14,61.29
06457.jpg,74.38,67,73.75,76,72.63,74.88
06458.jpg,34,53.29,45.83,55,62.14,29.14
06459.jpg,14.88,48.63,36.38,31.5,39.13,8.71
06460.jpg,70.71,59.71,58.71,59.14,69.71,64.29
06461.jpg,80.25,73.75,65.67,66.22,73.67,72.89
06462.jpg,40.71,67,63.86,59.71,58.86,27.43
06463.jpg,42.14,50.86,60.43,56,64.57,30.29
06464.jpg,33.75,52.88,60.75,58.63,52.25,23.38
06465.jpg,24,24.86,32.17,36.29,56.29,25.29
06466.jpg,32.43,51.71,50.29,45.29,49,27
06467.jpg,84.43,87,84.14,80.29,87.33,81.71
06468.jpg,82.14,86.33,91.17,82,82.57,81.71
06469.jpg,51.43,28.43,59.43,44.71,77.57,76.86
06470.jpg,26.33,52.14,55.43,50.29,16.29,22
06471.jpg,29.86,43.43,41.71,45.57,20.14,24.86
06472.jpg,21.86,56.38,37.63,34.63,22.57,14.5
06473.jpg,29,60.5,49.13,44,16,13.25
06474.jpg,75.86,67.57,72.29,71.29,76.29,76.14
06475.jpg,25,70.13,62.75,56.5,39.38,14.75
06476.jpg,36.14,69,72,60.57,49,28.57
06477.jpg,32,64.29,67,60.86,55.14,20.71
06478.jpg,33.33,68.33,72.38,71.63,34.11,27.38
06479.jpg,82,76.63,79,77.75,79.25,82.88
06480.jpg,80.38,77.88,79.63,81.13,83.13,82.29
06481.jpg,38.29,61.57,77.17,62.86,50,31.14
06482.jpg,50.75,59.75,72.25,64.13,43,45.75
06483.jpg,48.25,55.38,63.75,56.5,35.38,47.75
06484.jpg,74.71,68,73.71,78.83,74.14,76
06485.jpg,59,58.78,75.44,64.56,67.78,68.25
06486.jpg,69.71,65.86,78.71,70.57,68.29,67
06487.jpg,73.38,66.5,79.57,72.88,70.88,74.25
06488.jpg,35.38,43.38,48,40.13,46.88,29.63
06489.jpg,27.43,59.57,55,49.57,50.57,21
06490.jpg,81,79.88,78,79.25,82,78.13
06491.jpg,27.13,53.89,58.89,54.22,43.22,24.33
06492.jpg,72.29,72.57,64.14,73,70.43,75.86
06493.jpg,37,52.86,58,54.14,42.71,35.14
06494.jpg,69.43,70.57,75.86,71.43,68.71,69.14
06495.jpg,17.63,8.71,18.38,13.25,40.25,18
06496.jpg,35,46.86,50.57,44.29,39.43,31.14
06497.jpg,55.43,53.29,52.14,49.86,54,60.57
06498.jpg,22,49.86,39.86,44.29,37.71,14.17
06499.jpg,77.13,74.75,79.86,73.88,75.63,78.75
06500.jpg,36.43,55.14,48.86,52.29,39.86,56.57
06501.jpg,75.5,72.38,74.75,72.63,77.43,76.88
06502.jpg,62.86,71.43,69.71,66.71,56.71,62.86
06503.jpg,62.43,74,73.43,72.71,62.57,57.57
06504.jpg,46.43,66.43,67.86,62.71,53.43,39.86
06505.jpg,51.13,65.88,65.13,63,54.38,37.75
06506.jpg,79.43,76.14,83.29,80.29,83,79
06507.jpg,76.11,73.56,76,73.56,77.56,76.11
06508.jpg,83.86,79.71,82.5,82.29,83.86,80
06509.jpg,68.56,70.22,74.44,72.67,70.22,70
06510.jpg,37.83,60,63.57,55.86,53.71,23.43
06511.jpg,59.43,59.43,74.14,56.86,58,60.57
06512.jpg,30.57,53.29,56.86,45.86,22.43,20.57
06513.jpg,85.67,78,83.71,77.86,81,78.43
06514.jpg,41,55.25,68.67,57.89,42.78,23.11
06515.jpg,48.9,40.9,58.3,47,55.3,52.8
06516.jpg,66.43,63.43,67.86,65,58.57,69.14
06517.jpg,31.43,51.71,59.86,53.14,28.57,15.43
06518.jpg,27.71,34.86,52.43,42.57,25.14,14.71
06519.jpg,80.14,76.43,82.29,71.43,81.14,77.57
06520.jpg,90.25,92.43,88.88,91.71,89.13,88.13
06521.jpg,44.22,71.56,67.22,67.56,39.33,32.78
06522.jpg,32.75,56.44,54.67,53,32.89,17.67
06523.jpg,26,42,47.29,29.5,20.14,16.71
06524.jpg,85,80.11,85.5,80.67,86.22,85.22
06525.jpg,62.57,63.71,65.86,59.43,71.71,68
06526.jpg,81,81.88,78,81.33,79.78,86.11
06527.jpg,24.29,35.71,50.86,45.43,25.57,18.29
06528.jpg,24,61.67,41.29,54.29,20.29,14
06529.jpg,56.89,36.63,63.67,57,67.44,62.78
06530.jpg,65,69,70.71,63.43,64.86,64.57
06531.jpg,63.75,66.5,74.38,73.71,63,58.5
06532.jpg,70.71,68.86,71.29,70.57,70.71,68.57
06533.jpg,46.86,70.57,67.71,73,47.86,35.29
06534.jpg,22.25,53.25,38.25,29.25,20.88,26
06535.jpg,34.75,64.88,51.75,54.25,34.75,27.25
06536.jpg,57.5,55.5,53.38,54,67.38,62.25
06537.jpg,35.29,57.29,48.86,50.86,22.67,19.43
06538.jpg,28.29,32,47.14,31.57,32.86,21
06539.jpg,44.78,56.56,58.89,55.67,26.44,34
06540.jpg,71,73,71,72.56,69.67,74
06541.jpg,71.29,72.57,69.29,74.57,68,73.57
06542.jpg,49.57,61,66.71,62.86,38.57,43
06543.jpg,81.14,81.86,80.86,76.86,83.86,81
06544.jpg,67,74.14,79,71.14,62.29,61.29
06545.jpg,69,71.29,82.29,74.14,76,73.86
06546.jpg,77.86,76.86,84.43,79,76.86,78
06547.jpg,38.57,49.29,43.14,37.57,31.43,23.86
06548.jpg,65,64.88,68.13,61.88,62.25,66.88
06549.jpg,74.38,66.63,73.88,71.88,80.71,76.38
06550.jpg,49.71,71,74,70.13,49.63,37.5
06551.jpg,29.86,52.43,59.71,52.43,25.43,22.57
06552.jpg,24.88,52.63,59.75,42,26,20.25
06553.jpg,26,40.25,55.38,43.38,20.13,21.38
06554.jpg,27.25,39.38,49.75,37,18.25,24.38
06555.jpg,84.56,83.78,84.67,81.78,85,85.44
06556.jpg,53.43,70,76.43,67.86,34.86,47.14
06557.jpg,73.57,71.71,79,76.71,73.29,73.71
06558.jpg,74.29,64.43,78.29,72.86,75.14,71.57
06559.jpg,38.71,65.29,73.71,60.57,32.43,22.14
06560.jpg,29.43,55,55,43.86,27.57,17.14
06561.jpg,14.14,50.86,29.14,20,11.57,13.29
06562.jpg,59.57,54.14,59.71,62.43,62.57,68.14
06563.jpg,60.38,67.57,70.13,65.38,43.88,59.38
06564.jpg,50.9,46.5,62.2,51.4,41.1,50.9
06565.jpg,26.63,56.38,55.13,54.63,18.5,17.75
06566.jpg,23,54.57,54.43,55,12.71,13.86
06567.jpg,65.7,71.5,71.4,72.4,65.5,66.4
06568.jpg,43.57,68.71,72,68,34.86,21.29
06569.jpg,67.44,60,70.78,63.67,73.11,68.11
06570.jpg,53.86,55.29,69.86,52.57,41.71,46.14
06571.jpg,65.63,56.13,72.38,61.13,74.88,74
06572.jpg,83.86,72.86,85.29,81.57,86.14,82.57
06573.jpg,75.71,60.14,75.67,70.71,80,70.43
06574.jpg,76.25,72.88,76.5,77,76.13,79.57
06575.jpg,75.43,69.14,74.29,71,78.71,75.57
06576.jpg,43.86,64,64.86,64.71,24.43,26.43
06577.jpg,26.57,29.86,42,36.14,19.14,24.29
06578.jpg,43.25,67.38,71.13,62.13,44.13,28.13
06579.jpg,69.86,66.86,68.43,68.14,70.57,70
06580.jpg,74,75.14,79.14,74.86,68,78.43
06581.jpg,33.4,55.2,56.4,45.8,35,28
06582.jpg,63,63.2,62,59,58.4,61
06583.jpg,34,31.8,37.4,38.4,35,37.8
06584.jpg,61.83,64.17,62.67,62.17,64.5,61.5
06585.jpg,79.4,76.8,77,77,78.8,80
06586.jpg,72.83,71.5,75,70.67,71.33,74
06587.jpg,74,69.8,71.4,68,70.4,72.4
06588.jpg,64.6,63,61.6,65,63.4,69
06589.jpg,59.8,60.6,60.2,61.2,52.4,56.8
06590.jpg,32.4,54.8,63.4,51.2,40.8,19.8
06591.jpg,43,59.8,66.8,63.8,55.2,40.2
06592.jpg,31.2,48.4,57,48.4,30.8,16.4
06593.jpg,56.33,56.17,66.17,61.67,63.83,56.33
06594.jpg,57.6,58.4,58,55.6,57,49.4
06595.jpg,57.2,54.6,54,51.6,49.8,45
06596.jpg,26.2,33.6,37.6,39.2,30.8,18.8
06597.jpg,25,39.2,50.2,42.6,33.2,13
06598.jpg,22.8,27.2,53.4,37.8,25.2,10.8
06599.jpg,27.6,38.4,44.8,21.6,32,28.8
06600.jpg,59,60,62,61.8,64.4,65.2
06601.jpg,56.6,52.8,58.6,49.6,64.4,70.8
06602.jpg,45.5,40.17,44.17,38.83,40,47.5
06603.jpg,29.67,53,51.67,49.5,48.17,25.17
06604.jpg,25.4,47.8,51.4,44.6,28.2,13.8
06605.jpg,18,34.4,53.2,35.8,35.8,13.4
06606.jpg,43.4,61.2,69.2,64.8,59.2,53.8
06607.jpg,23.6,40.8,50.8,42.4,32,24
06608.jpg,26.6,28.6,44.8,41,35.8,23.6
06609.jpg,34.2,40.8,55.2,49.6,47.6,30.6
06610.jpg,67,72,68.33,69.67,63.33,73
06611.jpg,60.4,60.6,66,61.4,57,69.8
06612.jpg,29.67,46.5,63,44.67,39.17,21.33
06613.jpg,38.17,51,56.67,47.67,48,35.83
06614.jpg,21.6,31.2,18.4,29.4,21.8,14
06615.jpg,76.63,74.38,81.63,77.63,87.57,78.75
06616.jpg,25.17,39.33,33.5,33,31.33,21
06617.jpg,40.6,46,41.6,47.2,33.8,42.2
06618.jpg,43.8,48.2,48.2,47.8,48.8,39.8
06619.jpg,36.4,44,40.2,41.8,38.4,31.2
06620.jpg,26.8,31.8,32.6,36,28.8,20.4
06621.jpg,39.6,41.2,45.4,43.6,36,31.6
06622.jpg,58.4,64.2,56,59.2,56.6,58.6
06623.jpg,47.83,57,46.67,48.33,48.17,40.33
06624.jpg,47.67,54.5,47.17,48,53.5,48
06625.jpg,82.4,75.2,80.6,78.2,80,79.4
06626.jpg,40.67,51,55.5,49,41.5,29.17
06627.jpg,38.6,36.2,55.4,47.6,45.2,34.8
06628.jpg,43.5,61.83,56.17,48.5,46,47
06629.jpg,49.6,59,61.8,51.8,48.8,54.6
06630.jpg,41.83,42.83,46.83,41,26,38.5
06631.jpg,33.4,47.6,49.2,40,28.2,21
06632.jpg,31,42.17,53.33,45,30.83,20
06633.jpg,33,41.8,36.2,39.6,27.8,31.8
06634.jpg,36,62.67,55.17,52.17,32.33,20.83
06635.jpg,45,52.2,56.4,47.2,51.2,48
06636.jpg,43,51.8,55.6,50.2,34.6,23.6
06637.jpg,28.67,54.33,45.5,43.5,23.17,20.67
06638.jpg,26.8,44.6,42.4,36.6,27.4,17.8
06639.jpg,30.67,31.33,35.67,27.17,31.17,26.67
06640.jpg,49,54.2,56.4,56.4,54.4,51.4
06641.jpg,22.5,48.83,40.67,39.17,23.33,14
06642.jpg,23.4,27.6,41.8,32.2,30.6,12.4
06643.jpg,68.33,61,74.33,65.33,78.5,76
06644.jpg,34.17,45,55.33,38.33,44.33,21.17
06645.jpg,57.25,50.5,70,62.25,69.25,64.5
06646.jpg,45.25,52.25,65.5,56.25,38.75,40.25
06647.jpg,27.75,40.25,51,35.5,26.25,15.25
06648.jpg,34.25,47.25,58.25,32.5,28.25,16.5
06649.jpg,60.25,54.75,61.75,58.75,68,69
06650.jpg,59.2,51.4,57,53,46.8,58
06651.jpg,28.83,43.67,44.33,44.67,40.17,14.33
06652.jpg,67.33,68.67,68.33,70.5,66.5,63.17
06653.jpg,40.33,55.67,46.67,50.33,42,21.17
06654.jpg,55.83,54.33,52,50.33,58.83,49.17
06655.jpg,38.67,53.17,46.33,44.5,38.33,26.83
06656.jpg,73.5,71.83,69.5,71.33,67.67,70.5
06657.jpg,73.17,74.67,70.17,72.67,67,74.67
06658.jpg,50.13,52,48.63,42.86,56.63,49.38
06659.jpg,45.86,50.33,50.14,50.17,47.86,32.57
06660.jpg,11.5,16.83,16,11.67,20.5,13.67
06661.jpg,59.33,70.33,66,59.83,61.67,47.17
06662.jpg,52.67,69.57,60.43,53.57,58,52.86
06663.jpg,54.67,48.83,43,51.5,45,50.67
06664.jpg,20.5,34.17,31,29.83,22.67,4.83
06665.jpg,70.5,65.17,67.83,68,67.5,64.67
06666.jpg,75.86,77.14,71.14,69.57,70,75.57
06667.jpg,67.5,71.67,61.17,64.33,65.17,65.33
06668.jpg,38.33,35.17,39.17,42,38.33,33.17
06669.jpg,32.57,54.43,41.57,43.57,31.86,21
06670.jpg,55.83,50.33,53,54.17,56,54.33
06671.jpg,40,25.14,31.43,25.43,57.14,41.43
06672.jpg,60.57,66.57,60.57,59.14,61.43,56.57
06673.jpg,73.88,75.13,71.25,67,69.38,73.38
06674.jpg,49.17,45.33,42.5,49.17,44.33,37.33
06675.jpg,51.17,53.5,55.5,45.67,47.83,34
06676.jpg,62,53.67,57.83,60.17,58.5,51.5
06677.jpg,50.33,38,48.5,45.17,47.67,48.17
06678.jpg,55.86,54.71,60,56.71,58.14,51.86
06679.jpg,51.67,42.83,48,44.83,55,49.5
06680.jpg,34.43,45.43,37.14,40.57,28.43,17
06681.jpg,24.86,51.14,34.14,36.57,20,10.86
06682.jpg,38.83,54.67,43.67,48.17,34,30.17
06683.jpg,34.29,50.86,45.71,38.57,37.86,30.29
06684.jpg,59.14,54.57,57.29,52.43,64.29,56.71
06685.jpg,56.33,49.17,52.67,53.67,56,53.33
06686.jpg,40.33,44.33,45.5,50,41.67,21.33
06687.jpg,26.33,25.5,31.33,24.83,30,14.5
06688.jpg,25.63,54,46.25,44.13,37.88,15.13
06689.jpg,44.33,51.67,53.83,47.33,38,38.33
06690.jpg,30.86,36.71,32.43,32.43,31.86,16.86
06691.jpg,51.67,59.33,45,48,49.17,42.5
06692.jpg,37.33,54.5,48.67,45.67,43.33,19
06693.jpg,35,51,55.86,47.57,41.43,17.14
06694.jpg,70.57,67.71,66.86,67.43,66.86,69.57
06695.jpg,61.67,58.5,61,59,68.67,57
06696.jpg,42,53.33,57,48,47.33,39.33
06697.jpg,59.29,61.71,63,50.57,48,49.43
06698.jpg,25.17,46.5,32.67,30.67,25.67,8.83
06699.jpg,57.83,62.33,58.67,58,67.67,61.5
06700.jpg,53.17,55,47.67,50.67,57.33,52.83
06701.jpg,34.57,33.29,33.14,39.29,41,33.71
06702.jpg,55.67,61.67,58,63,53,52.83
06703.jpg,41,50.29,50,47.86,30.86,29.43
06704.jpg,53.67,58,47.5,47.67,41.33,40
